,name,content
10,가리산, 가리산 산책 강원도 홍천 산골에 있는 가리산은 조용한 육산이다. 다른 산들이 암릉으로 이루어져 있다면 이곳은 계곡을 오르거나 능선을 오르는 아주 조용한 산이다. 다만 가리산 정상 부분에 암릉이 있는것은 아마도... 
11,가리산," 홍천 가리산 인증!! 첫번째 원정 계명산에서 자신감을얻고, 두번째 원정 가리산에서 재미를 찾았네요 ~ 리딩해주신 성진님과 좋은산행 함께해주신 모든분들 감사드립니다~ (블랙야크 100대명산 인증 첫걸음산행!!) "
12,가리산, 홍천 가리산 등산코스는 원동고개 등잔봉 새득이봉 무쇠말재 휴양림주차장 운장산과 구봉산을 갈까 하다가 좀 가깝고 쉬운 곳을 택한 산행지는 홍천 가리산이었다. 운장산 구봉산은 7월에 친구들이랑 가기로 하고 오늘은... 
13,가리산," 가리산 강우레이더 관측소 강우레이더 관측소는 레이더 반사파를 분석·강우량 산정을 위한 홍수예방용 국가 재난대책시설로 강원도 홍천의 가리산, 경기도 남양주의 예봉산, 인천 강화의 임진강, 충북 단양의 소백산... "
14,가리산, [네이버 지식백과] 장소 : 홍천 가리산 날짜 : 2022/06/18 (토) 코스 : 자연휴양림 - 등골산 - 새득이봉 - 가삽고개 - 정상 - 무쇠말재 - 합수목 - 가리산자연휴양림 거리 : 약 11km 등산시간 : 4시간 13분 오늘은 산악회 버스 타고... 
15,가리산, 이번주 홍천 가리산 레포츠파크 가보려합니다.. 천안에서 금요일 저녁에가서 토요일 레포츠 파크를 갈 예정으로 근방 노지로 카라반을 끌고 가려고 생각중입니다.. 네이*에 검색을해봐도 근방은 죄회가 안되네요.. 가리산... 
16,가리산," 7월 마지막주 강원도 휴가인데 삼척활기랑 양양송이밸리 고민하다가 삼척은 놓아줬는데 집다리골과 가리산은 고민이 됩니다 ㅎㅎㅎㅎ 5,6,8살 꼬꼬마들 데리고 가야하는데 둘다 안가봤어요,,,그래서 결정이 어렵네요... "
17,가리산," 조망, 안전, 힐링 보장코스니까요 #가리산최단코스 #강원도홍천 #가리산자연휴양림 #강우레이더관측소 #봄이오는소리 #무쇠말재 #가삽고개 #안전 #데크계단 #암릉데크 #100대명산 #인증산행 #원점회귀추천 "
18,가리산, ⛰등산코스 : 가리산자연휴양림- 가삽고개 - 가리산 정상- 무쇠말재 - 원점회귀코스 ⏰산행시간 : 총 4시간 (휴식시간 10분 포함) ♀️산행거리 : 8.4키로 누적고도: 787미터 주차장 : 강원 홍청군 두촌면 천형리776... 
19,가리산," [한국명산 58] 홍천 가리산 등산기 : 네이버 블로그 (naver.com) 1. 산행지: 홍천 가리산 2. 산행일자: 2022. 2. 12일 3. 산행코스: 원동고개 - 새덕이봉 - 가리산 - 무쇠말재 - 휴양림주차장 4. 해발고도: 가리산 (1,051 m) 5.... "
20,가리산," com/manito2030/140634 어느덧 저에겐 세번째 원정, 가리산입니다!! 전 안산을 다녀온 뒤, 친척집 찬스로 전날에 홍천에서 자고 여유있는 일정을 시작했답니다. 강원도 원정산행 참 죠습니다. 전부 한번 이상씩 마주친... "
21,가리산," 강원도 홍천군에 있는 가리산 산행을 했어요. 명산은 산이 깊으니, 물이 풍부하네요 자연휴양림 주차장에서 산행 시작했어요 가리산에 담긴 중국 천자이야기가 있네요 눈을 편안하게 해주는 자연풍경에 마음이... "
22,가리산, 지인이 가리산 근처 야산에 땅이 생겨서 평탄화 작업 했다고 구경 가자고 해서 따라갔다가 왔습니다. 가리산 자락 인인데 임도 길로 한참 올라 가더라구요.. 나중에 기회가 되면 그곳에서도 들살이 가능 할 거 같습니다.... 
23,가리산," (高峯名山)이 홍천의 동쪽 경계에 접해 있다. 가삽고개에서 소양호로 하산할 수도 있다 오늘 산행지 가리산(1,051m)은 춘천시와 인제군의 경계를 이루며, 홍천군 중북부의 두촌면에 솟아 있다. 산 정상에 서면 탁 트인... "
24,가리산," 바람도 선선하고 햇빛도 따뜻한 요즘 가기 딱 좋은 홍천 가볼만한곳 가리산레포츠파크!... 운영될 예정이니 방문하실 때 참고해 주시길 바랍니다! 글 읽어주셔서 감사합니다. 아래 홍천군 공식 SNS 구독, 좋아요 부탁드려요~ "
25,가리산," 08:03, 홍천 가리산 강원 홍천군 두촌면 가리산길 260-9 우리가 야시대리에 도착하였을 때, 문제가 생겼다. 가리산 중턱으로 올라가는 임도 입구가 잠궈져있네...!! 이거 어떡하지? 누구 이런 얘기를 하지 않았나...!! ""하늘이... "
26,가리산, 홍천군 화촌면 야시대리에 위치하는 곳이다. 인적이 드문 1급수 청정지역에 위치한 펜션이다.나중에 더... 감사합니다. #계곡펜션 #홍천계곡펜션 #가리산계곡펜션 #밸리펜션 #홍천밸리펜션 #가리산계곡 
27,가리산, 홍천 가리산 최단코스 등산코스 산행 아이들과 함께 한 산행 산행 포스팅을 남기기에 앞서 중요한 공지사항!! 2021년 가을철 입산통제 인증지 아래 블랙야크 공지사항에 나와있다시피 기간 잘 확인하시고 산행하시길... 
28,가리산, 두달만에 가는데 집다리골 강제 취소되어 가리산 휴양관 줍줍해서 갔다왔어요. 여행후기를 따로 안쓰려고 했는데 홈페이지 사진과 달라서 사진 올려봅니다. 작년에 휴양관이 다 리모델링 했어요. 기본구조는 변하지... 
29,가리산, 가리산 제1봉 바로 아래서 궁금해졌다. 얼마 전에 왔을 때 등산로 정비용 자재들이 꽤 많이 쌓여 있어서 이제는 등로가 얼마나 바뀌었을까 기대했었는데 ... 오르막은 바뀐 게 전혀 없고 정상에서 내리막을 가면서 아직도... 
30,가리산, 체력은 밥심~ 가람육고집에서 한 끼~ 홍천군 두촌면 부채들길 29 가리산 레포츠파크에서 차로 8분 거리. 4.7km여 거리에 위치한 가람육고집에서 점심을 먹었어요. 홍천하면 또 한우가 맛있기로 유명한 곳이 아니겠어요.... 
31,가리산," #곰배령막걸리 #한계령1972막걸리 #홍천자연휴양림 #가리산자연휴양림 산림욕장을 수없이 다녔지만, 매번 안내문을 읽어요 이젠 얼추 외울만도 한데... 매번 새롭네요. 내용은 산림욕장은 좋다입니다! #가라산자연휴양림... "
32,가리산, 강원권 산행이야기 마지막 여정입니다~^^ (홍천금학산-양구사명산-양구한반도섬-홍천가리산) 홍천 가리산은 제가 제법 많이 찾는 곳으로 자연휴양림 야영장에서 캠핑도 제법 했고 가리산 산행도 여러번 했던 곳이라... 
33,가리산," 가리산 레포츠 파크 포레스트 어드벤처 강원 홍천군 두촌면 천현리 763-1 운영시간 : 9시 ~ 18시 / 월요일 휴무 이용요금 : 18,000원 그리고 봄을 맞이하여 다시 개장한 홍천 가리산 레포츠 파크가 있어 아이들의 신나는... "
34,가리산, 오늘은 포천 가리산으로 네비 국망봉자연휴양림 찍고~~~고!!! 휴양림 들머리이정표~철조망 이정표~가리산정상~원점회귀 어느분 블로그보니 입장료이천원/주차료오천윈 휴양림 입구 대형 안내판옆 주차후 우회길... 
35,가리산, 자연휴양림 홍천 가리산 자연휴양림 가리산자연휴양림 강원도 홍천군 두촌면 가리산 길 426 문의:033-435-6035 1998년 오픈한 가리산 자연휴양림은 우거진 숲과 노송들이 기암괴석과 조화를 이루는 조망이 뛰어난 곳으로 최대... 
36,가리산," 위해 홍천 가리산으로 향했다 가리산 왜 매번 산 탈때 산 초반부 사진은 없는지 , 거참.... 거의 다 올라와서, 정상 직전에서 찍은 표지판 ! 중반까지는 그냥 완만하게(?) 오르는 느낌이였다가, 정상직전부터는 살짝 암벽타는... "
37,가리산, 홍천인삼한우명품축제와 홍천무궁화축제와 더불어 홍천에서 유명한 곳이 가리산자연휴양림이다. 가리산자연휴양림 홍천군 두촌면 가리산길에 있는 홍청군유림이며 가리산 정상에는 3개의 봉우리가 바위로 이루어져... 
38,가리산," 새벽 시간에 기상상태를 확인해보니 다행히 홍천지역 날씨가 좋아서 가리산과 공작산 산행길을 나셨습니다. 아침 7시 30분, 가리산휴양림입구로 들어서니 이른시간이라 그런지 무료로 제2주차장에 도착하여 산행을... "
39,가리산," 오늘은 가리산에 왔어요. 보통은 자연휴양림에서 많이 가지만 오늘은 짧은 코스로 가보려구요~ 코스는 홍천 야시대리코스지만, 요기 춘천 품걸리더라구요. 춘천을 이렇게 삥~ 돌아서 오다니! 요기가 임도를... "
40,가리산, 7시가 다 되어서 하남에서 홍천 가리산의 가리산자연휴양림까지 가봅니다. 가리산 자연휴양림 주차장에서 시작해서 그냥 등산로 타면 되는데 우리는 왜 이러고 있지?? 정규 코스가 아닌 옆길로 한참을 올라갔습니다 ㅋㅋ... 
41,가리산, 가리산 자연휴양림 강원도 홍천에 위치해있어요. 서울에서 출발시 서울 -양양 고속도로를 타고 쭈우욱 가셔야합니다. 춘천을 지나 더더더 하남에서 장을 본 뒤 그대로 출발 서울 / 수도권에서 출발시 여유있게 1시간... 
42,가리산," 대한민국 100대 명산 가리산 자연과 사람이 하나되는 홍천 가리산 자연휴양림에서 글, 사진 : 아침나라/안 영국 가리산 가리산은 해발 1,051m의 고산으로 춘천시와 홍천군의 경계지역에 위치하며, 산 정상에 서면 탁 트인... "
43,가리산," 홍천 가리산 자연휴양림 강원 홍천군 두촌면 가리산길 426 천현리 산 134-1 강원도 홍천 가리산 자연휴양림은 1995년에 개장하여 하루 최대 수용인원이 1,500명 정도 되는 꽤 넓은 휴양림입니다. 서울에서 출발하니... "
44,가리산, 영하 13도 내외였는데 이젠 움직여야해서 나와서 막국수집 가서 막국수먹고 가리산 자연휴양림에 갔습니다... 등산인데 가리산에서 몸풀려서 등산할만해졌습니다 협곡을지나 흙산길과 돌계단을 올라 어느덧 정상에... 
45,가리산," 홍천 가리산 최단코스 들머리 주소 : 강원 춘천시 동면 야시대로 1404 왕복 6.8km, 2시간 산행 전 또다른 최단코스로 나와있는 곳이 가리산 자연휴양림 내부의 강우 레이더 관측소라고 하던데, 4시간 30분 정도 소요되며... "
46,가리산, 있더라구요 홍천 가리산 자연휴양림 안에 있는 가리산 레포츠파크는 서울에서 서울 양양고속도로를 타고 가다가 동홍천 톨게이트로 나와서 동북쪽 산길을 15km 더 운전해 오시면 도착할 수 있는데요 홍천 톨게이트에서... 
47,가리산," 강원도 홍천 가볼만한곳으로 홍천 가리산자연휴양림이 참 좋네요. 2. 가리산레포츠파크 플라잉짚 주소 : 강원도 홍천군 두촌면 천현리 763-1 전화 : 070-8831-8138 시간 : 09:00~18:00(12~2월 휴장, 월요일 휴무) 요금 : 15,000원~30,000원... "
48,가리산," 화창한 주말에 홍천 가리산에 올랐다. 가리산 [한국민족문화대백과사전] 홍천군 두촌면에 있으며, 높이 1,050.9m. 태백산맥의 줄기인 내지산맥(內地山脈)에 속하는 산으로, 북쪽에 매봉(800m), 서쪽에 대룡산(大龍山, 899m)... "
49,가리산, 난 인증했으니 앞으로 또 갈일은 없을듯 아직 못간 산이 넘나 많으니 히힛 #가리산#가리산코스#가리산등산#가리산등산코스#홍천가리산#블랙야크100대명산#100대명산가리산#등산어플#트랭글#등산기록#등린이#100대명산도전 
50,가리산, 가리산휴양림--무쇠말재--3봉--2봉--가리산-- 가삽재--새득이봉--등골산--평내등골산-- 가리산자연휴양림(20220429) 홍천군 두촌면 천현리 가리산자연휴양림에서 산행시작~ 원래는 홍천읍내에 들머리가 있는 망령산을... 
51,가리산," 한지라, 가리산자연휴양림 위주로 마지막 홍천 여행 포스팅을 써보고자 한다. 2박을 책임져준 씨에스타 펜션과 작별하고, 바로 만족도 200%였던 카페 쿠실로 향했다. https://blog.naver.com/keyusu0308/222454779913 카페 쿠실 앞... "
52,가리산, 3월 마지막주 다녀온 가리산 자연휴양림입니다. 산속이라 아직 썰렁함이 느껴졌지만 맑은 계곡을 보며 여름에 다시 오기로 다짐했습니다. 산책로도 잘되어있고 등산로도 좋더라고요. 
53,가리산," 밥먹고나서 커피 하나 손에들고 산책하는거 좋아하는 편인데요 가리산 쪽에 자연 휴양림이라고 산책하기 좋을만한 곳이 있다고해서 한번 가보았습니다^^ 가리산은 홍천에서 꽤 유명한 곳인데, 근처 카페 말고는 딱히... "
54,가리산, 장인 어른을 모시고 #가리산 휴양림에 가서 하루 쉬고 오기로 했다. 원래는 방태산 #자연휴양림 을 예약하려고 했는데 이 맘때 방태산은 얼마나 인기가 좋은지 예약을 도저히 할 수가 없어 예전에도 가본적이 있는 가리산... 
55,가리산," 오늘은 홍천의 가리산으로 출발합니다. 서울사는 악어언니를 양평에서 만나 말근육과 같이 가리산으로 이동합니다!! ▪️코스 난이도️️️️️ ▪️산행일시 : 2021년 6월 8일 ▪️동행멤버 : 악어언니, 말근육... "
56,가리산, 바로 가리산 서바이벌 장입니다. 도착해서 예약 부터 합니다. 워낙 인기가 많은 탓에 아침일찍 오지 않으면 헛걸음을 할 수 있다고 들었습니다. 다행히 예약에 성공했습니다. 같은 시간 예약한 사람들과 경쟁하는... 
57,가리산," 가리산은 강원도 홍천군 두촌면과 춘천시 동면 사이에 있다. 일시 : 2021. 9. 25(토) 09:00 ~ 14:50 (5시간 50분) 코스 : 가리산자연휴양림 - 등골산 갈림길 - 가삽고개 - 가리산 1,2,3봉 - 무쇠말재 - 합수곡 -주차장 거리 : 9.45km... "
58,가리산," 가리산 높이 : 가리산 (1,051m) 코스 : 가리산 자연휴양림 → 합수곡기점 → 가삽고개(1,2,3봉) → 가리산정상 → 무쇠말재 → 합수곡기점 → 가리산 자연휴양림 날씨 : 맑음 총 소요시간 : 3시간59분(휴식시간 포함) 난이도... "
59,가리산," 21/08/31 홍천 가리산행 높이는 1050.94m이다. 산이름인 가리는 '단으로 묶은 곡식이나 땔나무 따위를 차곡차곡 쌓아둔 큰 더미'를 뜻하는 순우리말로서, 산봉우리가 노적가리처럼 고깔 모양으로 생긴 데서 유래한다. 능선은... "
60,가리산," 블랙야크 챌린지 45번째 장소 : 강원도 홍천 가리산 1,051 미터 일시 : 3월 9일 수요일 (사전투표했답니다^^) 교통 : 오랜만에 자차로 가리산 자연휴양림 주차장 코스 : 휴양림 주차장 - 가삽고개 - 1봉 정상 - 무쇠 말재 - 주차장... "
61,가리산, 강화도 돈대 탐방 가리산돈대 봄 나들이 강화도 해안가에는 수많은 해양관방유적 돈대가 있다. 그 중에 잘 알려지지 않는 가리산돈대를 찾아서 처음 발걸음 한 이후 조용한 곳이 생각날 때면 찾는 가리산돈대 벌써... 
62,가리산," 높이 1051m의 홍천 가리산은 자연휴양림 답게 산책 코스가 잘 되어 있고, 정상까지 능선으로 편하게 오를 수... :) 일정 : 2020년 9월 26일(토) 사진 : 아이폰 11pro 강원도 홍천군 가리산 (가리왕산 아니에요) - 높이 : 1051m - 거리... "
63,가리산, 홍천 가리산 등산코스 안내도가 중간에 한번 더 나온다. 여기선 이제 정상까지 금방이다. 여기서 나는 1봉 정상으로 바로 가는길로 향했다. 너덜돌들 오 블로그로 봤던 길이다!!!! 와 근데 이게 생각보다 미끄러워서 차라리... 
64,가리산," 점심도 집에서 먹었으니 ㅋ 가리산 홍천군 두촌면 소재. 산림청 100대 명산, 홍천 9경 중 2경. 해발 1,051m 단으로 묶은 곡식이나 땔나무 따위를 차곡차곡 쌓아둔 큰 더미랄 뜻. 춘천시와 홍천군 경계에 솟은 가리산은... "
65,가리산, 춘천과 홍천의 경계임이 나타난다. 주차장과 입장료 포함 언제부터인지 6000원을 내야만 가리산을 갈수가 있다. 여기 저기 큰 공사를 하니 어느정도는 부담을 해야 할 것이다. 이런식이면 힘든 구간은 나라 전체를... 
66,가리산, ' 둔덕이길 ' 이름이 이뻐 찍어보았다 ㅋㅋ #가리산 #홍천가리산자연휴양림 #블랙야크100대명산 #가리산인증 #홍천가리산인증 #가리산자연휴양림 #가리산입장료 #가리산비석 #가리산전망 #블랙야크인증지 
67,가리산, 2021년8월7일(토욜) #가리산 #미약골 #암석폭포 #홍천강발원지 #홍천와캠핑 들머리; 하뱃재 날머리;미약골 테마공원 하뱃재에서 미약골 테마 공원까지 걷는 길입니다 다양한 길을 걷습니다 고냉지 채소밭 숲길 공사장... 
68,가리산," 지난 주말, 강원도 홍천에 위치한 가리산 자연휴양림에 다녀왔습니다! 이번 여행은 럭키네 가족끼리가 아닌 친구들과 아빠들만 함께한 '아빠,어디가!' 컨셉의 여행이었습니다. 저희가 묵었던 '자작나무' 산막이에요. 방... "
69,가리산," 가리산 1051m / 강원도 홍천, 춘천 가리산 강원도 홍천군과 춘천시 사이에 걸쳐 있는 산이다. 홍천 9경중 2경이다. 산 정상에 서면 탁 트인 시야와 발 아래로 펼쳐진 소양호의 풍경이 근사하다. 1봉 남쪽 정상아래 바위벽면... "
70,가리산, 가리산[ 加里山 ]1051m 최고봉 : 가리산 정상 1051m 위치 : 강원 홍천군 두촌면과 춘천시 동면 사이 일시 : 2021. 01.... 날 풀리면 주요관광지와 홍천9경 둘러보는 것도 좋을 것 같네요. ^^ 관측소 방향으로 도로를 따라... 
71,가리산, 사용 ● 홍천 가리산 레포츠파크 ○ 주소 : 강원도 홍천군 두촌면 천현리 763-1 ○ 운영시간 : 매일 09:00 - 18:00 (매주 월요일 휴무 ) 서울에서 강원도를 가는 가장 빠른 길! 서울춘천고속도로에서 강원도의 멋진 여행지... 
72,가리산," 해발 1051m의 정상에서 탁 트인 시야와 함께 발아래로 소양호의 풍경이 펼쳐진다는 정보가 홍천의 가리산을... 가리산은 이미 오래전 홍천군에서 휴양림을 조성한 곳이다 보니 넓은 주차장과 산림욕장, 통나무집, 캠핑장... "
73,가리산, 30 두 번째 찾은 가리산...올 해 51번 째 산행이다 가리산 가는 길...홍천 어느 도로 가리산 자연 휴양림 주차장...헬기가 있는 여명 주차장에서 가리산 정상이 보인다 오늘의 코스를 살펴보고... 홍천은 이미 가을이 깊어... 
74,가리산, 홍천 가리산 레포츠파크 매일 같은 곳은 지겨워~ 색다른 놀 거리를 찾으시나요? 그렇다면 이색... 땐 가리산 레포츠파크를 찾아주세요! 주소 : 강원도 홍천군 두촌면 천현리 763-1 운영시간 : 매일 09:00 ~ 18:00 (동절기 1-2월... 
75,가리산, 쌓인 가리산 정상이 올려다 보인다. 발목까지 푹푹 빠지는데 눈이 안들러붙네? 평소보다 걸음 옮기기는... 가리산의 큰 바위 얼굴이 요기 있네. 저 아래 우리가 걸어온 순하디 순한 능선길 가야할 1봉(정상)과 내려갈... 
76,가리산, 강원도 홍천 산골짜기 인만큼 기온차가 심하다. 계곡도 있어서 분위기가 좋았다. 물소리 정말 크게 들림... ^^ 가리산 자연휴양림 숙소 바베큐 파티를 할 수 있도록 숙소마다 통이 비치 되어 있어서 우리는 당연히 바베큐와... 
77,가리산," 1) 홍천 가리산 (加里山) -강원도 홍천, 춘천에 소재, 해발 1,051 m. -산봉우리가 노적가리처럼 생겨서 가리산. -고산준령 조망이 좋은 1,2,3 봉이 있는 산. -가리산 자연휴양림 http://www.great.go.kr 2) 코스 정보 (1) 오늘의... "
78,가리산," 3월13일 토요일 오늘은 블랙도전 89,90으로 홍천 팔봉산과 가리산을 인증 하기로.. 거리상 가리산 인증후 내려와 팔봉산 인증후 집으로 내려가는게 맞는데.. 가리산 근처에 야영할 마땅한 장소가 없어서... "
79,가리산, 홍천 가볼만한곳 가리산 자연휴양림 홍천에서 글램핑하고 마지막날 근처 가볼만한곳 있나 찾아보다가 양떼목장은 많이 가봐서 패스하고 가리산 자연휴양림이 있다하여 산책겸 가보기로 했어요 11월에 갔던 가리산인데요... 
80,가리산, 세상엔 친절한 블로거들이 많다. http://naver.me/GwDjA3t5 오후는 물걸리로 와서 오디따고 상추따고 등산했더니 시간 순삭 즐거웠숴 6월의 홍천 옥수수 먹으러 여름에 또 올께 #주간일기챌린지 #가리산 레포츠파크 
81,가리산, 가리산 휴양림은 레포츠 파크도 구성해놓아서 규모가 좀 큰것 같았고요. 초입에 몇몇 식당들이 있어서... 홍천 시장 구경하러 가봤어요. 근데 볼게 없네..^^;;;;;;; 문도 많이들 닫고.. 다시 숙소로 고고... 마지막날 11시에... 
82,가리산, 웃은 건 다 컷당함ㅎㅎ 나는 맘에 드는데 컷당한 영상들ㅠㅠ 내 사진 나는 보관해야지 화장 엄청 밝게 하고 갔는데 영상만들면서 컬러가 다죽음ㅎㅎ 시네마느낌이라서 그렇다고함ㅎㅎ #가리산 #홍천등산 #가리산요정 
83,가리산, 가리산 오랜전 이정선이란 가수가 노래를 오래 하다보니 저절로 음정 박자가 맞아버리는데 거기서 벗어나는게 잘 안된다고 했던거 같다. 구도에 연연하는 한계에서 벗어나고저 마음 먹은게 수년 전인데 잘 안된다.... 
84,가리산," 가리산 자연휴양림 입구 매표소에서 7,000원(2인+주차비)을 내고 주차할 곳까지 올라갔습니다 차를 세우고... 이것이 연리목 강우레이더 기상 관측소가 좌측에 있고, 가리산은 우측입니다 저기가 정상 곳곳에 겨우살이가... "
85,가리산, 모첨럼 평일 산행공지를 내고 홍천의 100대명산 2군데 가리산과 팔봉산을 좋은분들과 즐겁게 다녀왔습니다~^^ 날씨는 흐렸지만 기분은 상쾌했습니다. 가리산 휴양림을 들머리로 산행을 시작합니다. 조금 오르니... 
86,가리산, 전날 캠핑을 하고 디음날 등산을 하면 딱일거 같아서 홍천 가리산 자연휴양림으로 향했습니다. 캠핑장도 조용하고 시설도 꽤 잘 돼있었습니다. 샤워장 따뜻한 물도 잘 나와서 쾌적하게 비박을 즐겼습니다. 다음날 짐... 
87,가리산," #가리산 ⛰ (2022.05.21) ➡️가리산 자연휴양림 주차장~합수곡~무쇠말재~가리산 정상~ 원점회귀 코스 (상행 1시간 30분 하행 1시간 30분, 3시간 소요), 등산로 입구에서 매표 후 입장(성인 2000원, 주차비 1대 4000원) ☑️난이도... "
88,가리산, 다음주 연휴에 가리산 레포츠 파크 가려고 하는데 근처에 스텔스 모드로 지내고 올만한곳이 있을까요?? 3무 상관없고 밖에 살림살이 피는것도 별로 안좋아하고 쓰레기는 집으로 되가져옵니다. 안에서만 지내고 올꺼라 눈치... 
89,가리산, (참고로 숙소는 씻고 잠잘 공간으로만 이용했어서 가볍게 봐주시면 감사하겠습니다!) 가리산 자연 휴양림은 강원도 홍천에 위치해 있고 서울외곽-서울양양 고속도로를 이용해서 갔습니다. 가는길에 점심시간이라... 
90,가리산," ○ 그제(7.3일) 망상해변에서 노지차박후 안반데기를 경유하여 홍천 가리산자연휴양림주차장에서 스텔스차박후 가리산 산행을 하였습니다. ○ 당초 안반데기를 경유 후 육백마지기에서 차박을 하려하였으나, 회원님들께서... "
91,가리산," 강원도 가리산 레포츠파크 다녀왔어요 남여, 나이와 상관없이 즐길수 있는 곳이라 가족 모두에게 좋은... 끝~ 체험 후 가리산에서 산림욕 하고가요 자연휴양림 예약도 가능하니 여행 전 알아보시고 가는 것도 좋을 것 같아요 "
92,가리산, #BAC83 #홍천 #홍천등산 #홍천가리산 #홍천일상 #가리산 #가리산등산 #가리산산행 #가리산최단코스 #홍천가리산등산 홍천 가리산 최단코스 왕복 2시간14분 소요 네비주소 : 가리산 강우레이더 관측소(자연휴양림에서 쭉... 
93,가리산, 오늘은 홍천 가리산에 오르기로 하고 행장을 꾸려 집을 나선다. 집을 나서는데 참새 몇 마리가 앞서거니... 홍천군의 5대 특산품 중 하나인 가리산 잣은 우리나라 잣 생산량의 60% 이상을 점유하는 국내 최대의 국유림... 
94,가리산, 1시간여만에 가리산 휴양림 도착 산행이 일찍 끝날거 같아 1일2산으로 근처 100대명산 홍천 팔봉산을 제안하니 모든분들이 콜하셔서 팔봉산까지 다녀왔네요~ 저는 가리산이 좋은대 다른분들은 팔봉산을 더... 
95,가리산, 사진찍고 홍천새명건강과학관을 집에 가기전 들렸어요. 나름 흥미있고 유익한 내용 이었는데 개인적으로는 미취학 아이들보다는 초등학생 이상 아이들이 가면 더 흥미 있을꺼 같아요. 마지막으로 가리산 휴양림 출구 사진... 
96,가리산, 여기도 테크겨단 대박이다~!! 가리산 오늘은 쉽지않다~... 그래도 성취감에 대만족~ 
97,가리산, 안지기님 주문대로 프랜치랙과 소라구이 조합.. 기가 맥힙니다..ㅎㅎ 산막을 이너삼아 편하게 즐기는 불멍.. 다음엔 백팩으로 다시 도전해보고 싶은... 가리산 자연휴양림이었습니다. I'll be back! ^^ 
98,가리산," 그 첫번째 코스는~~~~~~ #흔한남매 유투브에서 소개되었던 #홍천가리산레포츠파크 가리산레포츠파크 강원 홍천군 두촌면 천현리 763-1 http://naver.me/x3yFgnDh ✔️친절한 표지판으로 주차장, 도착지까지 안내가... "
99,가리산," 주말에 갔다온 홍천 가리산! 레포츠파크에 서바이벌, 어드벤쳐, 짚라인이 있는데 어드벤처는 8살 이상 이용가능하대요~ 짚라인은 30kg 이상 ~ 울아들은 몸무게 미달로 짚라인을 못타서 아쉬웠네요. 요즘 비가 많이 와서... "
100,가리산, 홍천터미널) 홍천터미널에서 가리산 자연휴양림 직행 버스는 하루에 딱 3번의 운행을 합니다. Previous image Next image 원통행 버스에서 내리면 이렇게 가리산 자연휴양림까지 앞으로 4km 남았다는 팻말이 있습니다.... 
